incident_id,utc_ts,severity,class,rule_or_gate,command,input_ref,output_ref,evidence_path,notes,state_sha256
INC-20260308-184520,2026-03-08T18:45:20.212313Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_12e6edc5"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_12e6edc5\state.json,active_room: lobby -> control_room,6ad9c6b926b6a087e107731174422bf2a57a4be0b7820cd42e9cf69b7a0b922e
INC-20260308-184520,2026-03-08T18:45:20.283861Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_12e6edc5"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""1ba03c47-042d-4823-b846-143b0d0a1700""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_12e6edc5\memos,Recorded memo dispatch (single-target).,6ad9c6b926b6a087e107731174422bf2a57a4be0b7820cd42e9cf69b7a0b922e
INC-20260308-191647,2026-03-08T19:16:47.258668Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_91865bbe"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_91865bbe\state.json,active_room: lobby -> control_room,1082537261cf2cb31763b9cfd95e1d200e5a87e71fcb443d9cd974f6d983ba9f
INC-20260308-191647,2026-03-08T19:16:47.324887Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_91865bbe"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""a1a9b7fe-ec3e-4889-a20c-834f8e4d13bb""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_91865bbe\memos,Recorded memo dispatch (single-target).,1082537261cf2cb31763b9cfd95e1d200e5a87e71fcb443d9cd974f6d983ba9f
INC-20260308-201419,2026-03-08T20:14:19.832329Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_14d9ae43"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_14d9ae43\state.json,active_room: lobby -> control_room,766afc9368163eba6ff0633493b591b82db7239c7cbc4186c78afa03470032f9
INC-20260308-201419,2026-03-08T20:14:19.906758Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_14d9ae43"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""9e1fe44b-4382-451e-afe6-9b77185de055""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_14d9ae43\memos,Recorded memo dispatch (single-target).,766afc9368163eba6ff0633493b591b82db7239c7cbc4186c78afa03470032f9
INC-20260308-210010,2026-03-08T21:00:10.400420Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_b5055c78"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_b5055c78\state.json,active_room: lobby -> control_room,82b81dce5cad7678f7d09f82577b684bdfc8254e9f792f01d0adaf2a0a2203f9
INC-20260308-210010,2026-03-08T21:00:10.449776Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_b5055c78"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""3ad998b4-de50-4b7d-8899-6e763256df89""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_b5055c78\memos,Recorded memo dispatch (single-target).,82b81dce5cad7678f7d09f82577b684bdfc8254e9f792f01d0adaf2a0a2203f9
INC-20260308-220558,2026-03-08T22:05:58.357904Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_f2165405"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_f2165405\state.json,active_room: lobby -> control_room,47142f90187f7a84e43976d69bce968eff2f9f34be88f813605575157b5e7f64
INC-20260308-220558,2026-03-08T22:05:58.417274Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_f2165405"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""3818a908-67d5-4e0c-b0b7-e34070958f57""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_f2165405\memos,Recorded memo dispatch (single-target).,47142f90187f7a84e43976d69bce968eff2f9f34be88f813605575157b5e7f64
