incident_id,utc_ts,severity,class,rule_or_gate,command,input_ref,output_ref,evidence_path,notes,state_sha256
INC-20260309-015828,2026-03-09T01:58:28.812073Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_f4813639"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_f4813639\state.json,active_room: lobby -> control_room,eba1826a0796105339552550a3458b1f9fa57e397a28dec19ad914f7a9ca47d3
INC-20260309-015828,2026-03-09T01:58:28.879480Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_f4813639"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""8f75951afccd44188e8d95f4c598e5af""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_f4813639\memos,Recorded memo dispatch (single-target).,eba1826a0796105339552550a3458b1f9fa57e397a28dec19ad914f7a9ca47d3
INC-20260311-125638,2026-03-11T12:56:38.317483Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_90dec3ae"", ""room_id"": ""my_office""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_90dec3ae\state.json,active_room: lobby -> my_office,99b918c5a20d0d8a4896e4e6b53a0c29f4846cdc62e9552157c9556021bfab08
INC-20260311-125638,2026-03-11T12:56:38.354477Z,LOW,ARCHIVE_STORE,Records Archive,office.archive_store_text,"{""workspace_id"": ""ws_90dec3ae"", ""name"": ""Test Artifact""}",art_4f18b6eb_Test_Artifact.txt,C:\Office-App\office_app\runtime\workspaces\ws_90dec3ae\artifacts,Stored artifact art_4f18b6eb.,99b918c5a20d0d8a4896e4e6b53a0c29f4846cdc62e9552157c9556021bfab08
INC-20260311-125638,2026-03-11T12:56:38.547939Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_90dec3ae"", ""from_room"": ""my_office"", ""to_room"": ""records_archive"", ""memo_id"": ""ab73e4e8490548fea4426786d153d0ba""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_90dec3ae\memos,Recorded memo dispatch (single-target).,99b918c5a20d0d8a4896e4e6b53a0c29f4846cdc62e9552157c9556021bfab08
INC-20260311-193021,2026-03-11T19:30:21.871328Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_4e7aa7fc"", ""room_id"": ""my_office""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_4e7aa7fc\state.json,active_room: lobby -> my_office,d6c71b6bdbd91a7b0a1b7f963db398233bc1e8f1427de891a690f0c397dac916
INC-20260311-193021,2026-03-11T19:30:21.929173Z,LOW,ARCHIVE_STORE,Records Archive,office.archive_store_text,"{""workspace_id"": ""ws_4e7aa7fc"", ""name"": ""Test Artifact""}",art_06f26319_Test_Artifact.txt,C:\Office-App\office_app\runtime\workspaces\ws_4e7aa7fc\artifacts,Stored artifact art_06f26319.,d6c71b6bdbd91a7b0a1b7f963db398233bc1e8f1427de891a690f0c397dac916
INC-20260311-193022,2026-03-11T19:30:22.162600Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_4e7aa7fc"", ""from_room"": ""my_office"", ""to_room"": ""records_archive"", ""memo_id"": ""b89ea22c2d1b4768b3c549a2e6b54fe8""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_4e7aa7fc\memos,Recorded memo dispatch (single-target).,d6c71b6bdbd91a7b0a1b7f963db398233bc1e8f1427de891a690f0c397dac916
INC-20260418-232305,2026-04-18T23:23:05.452510Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_51d079d3"", ""room_id"": ""break_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_51d079d3\state.json,active_room: lobby -> break_room,ecf80759effde8347580b91b8d1b3db30d7206a46074a18a8d16f57d10c9ec9b
INC-20260418-233009,2026-04-18T23:30:09.052204Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_51d079d3"", ""room_id"": ""conference_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_51d079d3\state.json,active_room: break_room -> conference_room,56b6146ba61f6ef00f2b2d8478784be4d5b1f2a4e4323c0d8aafdd514ac3ccc0
INC-20260418-233442,2026-04-18T23:34:42.128529Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_51d079d3"", ""room_id"": ""rnd_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_51d079d3\state.json,active_room: conference_room -> rnd_room,31531bdc429a8cdce6aff85906638032194166b740a3ab74951154ae9256dd39
INC-20260418-233515,2026-04-18T23:35:15.904723Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_51d079d3"", ""room_id"": ""rnd_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_51d079d3\state.json,active_room: rnd_room -> rnd_room,bc9d96db3f79aced72eef1ae95f2c4606a0c3ecc023bdaffb8de3cb86daa730b
INC-20260418-235624,2026-04-18T23:56:24.215151Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_92254cc0"", ""room_id"": ""break_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_92254cc0\state.json,active_room: lobby -> break_room,8b79143c09f5cf5718c17e0f13b90aa745b6e2cf691c8e6137bda577c495e1f7
INC-20260507-124324,2026-05-07T12:43:24.610286Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""sales_department""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: marketing_room -> sales_department,f9236a0e5c199def6a411155d1cb3a16068b914f55b781f86067de81dadb3620
INC-20260507-130851,2026-05-07T13:08:51.246971Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""lobby""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: sales_department -> lobby,9f87ab9fb3c6f3d5bc01f7e6054372953325799203ec467ba886dee3ff3d75fd
INC-20260507-130944,2026-05-07T13:09:44.574831Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""sales_department""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: lobby -> sales_department,f4ef9b3c42d8ba96a25cda4ef0f3d83bc21c832265ecbd1a570f0af7ade7c4ed
INC-20260507-131455,2026-05-07T13:14:55.951432Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""art_department""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: sales_department -> art_department,38ea5f00281aa04ed38a71f107d8f341945a87021df9700ba63bc4c9ed730a7e
INC-20260507-131756,2026-05-07T13:17:56.325614Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""sales_department""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: art_department -> sales_department,fe876c54999a90a70463f6cdfc39eb6f2eda86726c462c156dd86ba177c3219a
INC-20260510-072356,2026-05-10T07:23:56.971590Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""sales_department""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: lobby -> sales_department,a4661e962b159e69f8c005d0a1b89d094e7f4b93d6187bdbce2322c5d7fe9737
INC-20260510-074324,2026-05-10T07:43:24.995865Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""marketing_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: sales_department -> marketing_room,324a8f4c3ea9662691c7bc9bb2d2a27f4255d8b271a12dc639c50da3768a0111
INC-20260510-100320,2026-05-10T10:03:20.927931Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_ab1ac047"", ""room_id"": ""sales_department""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_ab1ac047\state.json,active_room: marketing_room -> sales_department,c1df2d85a57186e142c2ed1536d2e7142dac7e5029a8cf4ff5aff2d17bee0d70
INC-20260510-100953,2026-05-10T10:09:53.129463Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_81e5147f"", ""room_id"": ""marketing_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_81e5147f\state.json,active_room: lobby -> marketing_room,74ea15a734cf2316624068482421d4637b13c8383d814ad736d641be7d88d106
INC-20260510-101244,2026-05-10T10:12:44.622260Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_f35842df"", ""room_id"": ""marketing_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_f35842df\state.json,active_room: lobby -> marketing_room,917b127e90505c44615b16457c3e29bc20d2bd1521f54771b698cd3a0c5a0012
INC-20260510-101433,2026-05-10T10:14:33.240134Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_8553070c"", ""room_id"": ""marketing_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_8553070c\state.json,active_room: lobby -> marketing_room,46301d122a78e75cb21bbc91ed8cba85efa3eaf747518e259a8020ea6f904a1b
INC-20260510-101658,2026-05-10T10:16:58.509504Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_95a1d987"", ""room_id"": ""marketing_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_95a1d987\state.json,active_room: lobby -> marketing_room,960ad3a0dc785082ba4c10ee034bd603900eb786b244b238529a91721833bf03
INC-20260510-102101,2026-05-10T10:21:01.161536Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_0e31f99b"", ""room_id"": ""marketing_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_0e31f99b\state.json,active_room: lobby -> marketing_room,fcb1feaeb663a2285e997ae101bcd07bcea095c31bddcf948adff77558109a99
INC-20260510-102125,2026-05-10T10:21:25.452622Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_89fd07e0"", ""room_id"": ""sales_department""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_89fd07e0\state.json,active_room: lobby -> sales_department,d88809a08c0485725af70a9a8510b895525e23f3b7ef966fe4c6b8f3dc43ae13
INC-20260510-102126,2026-05-10T10:21:26.569022Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_89fd07e0"", ""room_id"": ""marketing_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_89fd07e0\state.json,active_room: sales_department -> marketing_room,8a53fa2171aac6fe5d4d73b6c996c7e69a6ce6e2a5f539032c4c3c0c4a203e83
